Taxon	Value	Name	UniRuleId
2759	IPR005599,PTHR22760:SF1	dolichyl-P-Man:Man7GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase	ARBA00011943
NA	IPR002638,IPR004393,IPR013785	nicotinate-nucleotide diphosphorylase (carboxylating)	ARBA00011944
NA	3.90.1170.20:FF:000001	nicotinate-nucleotide diphosphorylase (carboxylating)	ARBA00011944
2759	3.20.20.70:FF:000090	nicotinate-nucleotide diphosphorylase (carboxylating)	ARBA00011944
1783272	3.20.20.70:FF:000030	nicotinate-nucleotide diphosphorylase (carboxylating)	ARBA00011944
2	3.90.1170.20:FF:000002	nicotinate-nucleotide diphosphorylase (carboxylating)	ARBA00011944
NA	IPR007702,IPR038596,PTHR12258:SF10	phosphohistidine phosphatase	ARBA00011945
7711	3.50.20.20:FF:000001	phosphohistidine phosphatase	ARBA00011945
NA	IPR001348	ATP phosphoribosyltransferase	ARBA00011946
NA	3.40.190.10:FF:000008	ATP phosphoribosyltransferase	ARBA00011946
NA	3.30.70.120:FF:000002	ATP phosphoribosyltransferase	ARBA00011946
NA	3.30.70.120:FF:000003	ATP phosphoribosyltransferase	ARBA00011946
2	3.40.190.10:FF:000011	ATP phosphoribosyltransferase	ARBA00011946
33090	3.30.70.120:FF:000007,3.40.190.10:FF:000118	ATP phosphoribosyltransferase	ARBA00011946
NA	3.40.190.10:FF:000082	ATP phosphoribosyltransferase	ARBA00011946
NA	IPR000398,IPR023451,IPR036926	thymidylate synthase	ARBA00011947
2698737	IPR017925	thymidylate synthase	ARBA00011947
NA	3.30.572.10:FF:000002	thymidylate synthase	ARBA00011947
2759	3.30.572.10:FF:000013	thymidylate synthase	ARBA00011947
2698737	3.40.430.10:FF:000007	thymidylate synthase	ARBA00011947
NA	3.30.572.10:FF:000007	thymidylate synthase	ARBA00011947
2611352	3.40.430.10:FF:000017	thymidylate synthase	ARBA00011947
2	3.30.572.10:FF:000001	thymidylate synthase	ARBA00011947
4751	3.30.572.10:FF:000005	thymidylate synthase	ARBA00011947
10239	3.30.572.10:FF:000009	thymidylate synthase	ARBA00011947
451864	3.30.572.10:FF:000012	thymidylate synthase	ARBA00011947
NA	3.40.1030.10:FF:000002	anthranilate phosphoribosyltransferase	ARBA00011948
2	3.40.50.880:FF:000021	anthranilate phosphoribosyltransferase	ARBA00011948
2	IPR004506,IPR014729	tRNA-uridine 2-sulfurtransferase	ARBA00011949
2	2.30.30.280:FF:000001	tRNA-uridine 2-sulfurtransferase	ARBA00011949
3379134	IPR003448,IPR036563	molybdopterin synthase	ARBA00011950
2	3.90.1170.40:FF:000003	molybdopterin synthase	ARBA00011950
3379134	3.90.1170.40:FF:000001	molybdopterin synthase	ARBA00011950
NA	3.90.1170.40:FF:000004	molybdopterin synthase	ARBA00011950
5052	IPR000209,PTHR43806:SF58	Oryzin	ARBA00011951
2720872	IPR015500,IPR022398	Oryzin	ARBA00011951
2759	3.30.70.80:FF:000008,3.40.50.200:FF:000014	Oryzin	ARBA00011951
2720872	3.30.70.80:FF:000006,3.40.50.200:FF:000007	Oryzin	ARBA00011951
NA	IPR001672,IPR018189,IPR035482	glucose-6-phosphate isomerase	ARBA00011952
NA	IPR010551,IPR011051,IPR014710	glucose-6-phosphate isomerase	ARBA00011952
2759	3.40.50.10490:FF:000004	glucose-6-phosphate isomerase	ARBA00011952
33090	1.10.1390.10:FF:000002,3.40.50.10490:FF:000031	glucose-6-phosphate isomerase	ARBA00011952
NA	3.40.50.10490:FF:000018	glucose-6-phosphate isomerase	ARBA00011952
2759	IPR004506,IPR014729	tRNA-5-taurinomethyluridine 2-sulfurtransferase	ARBA00011953
2759	2.30.30.280:FF:000001	tRNA-5-taurinomethyluridine 2-sulfurtransferase	ARBA00011953
NA	3.40.50.620:FF:000104	tRNA-5-taurinomethyluridine 2-sulfurtransferase	ARBA00011953
7711	IPR014644,IPR025799	type III protein arginine methyltransferase	ARBA00011954
NA	2.70.160.11:FF:000004,2.70.160.11:FF:000010,3.40.50.150:FF:000070	type III protein arginine methyltransferase	ARBA00011954
NA	IPR003374,IPR024932,PTHR30040:SF2	FAD:protein FMN transferase	ARBA00011955
2	3.10.520.10:FF:000001	FAD:protein FMN transferase	ARBA00011955
NA	IPR001250,IPR011051,IPR014710	mannose-6-phosphate isomerase	ARBA00011956
2759	1.10.441.10:FF:000001	mannose-6-phosphate isomerase	ARBA00011956
72274	2.60.120.10:FF:000032,3.90.550.10:FF:000046	mannose-6-phosphate isomerase	ARBA00011956
NA	2.60.120.10:FF:000030	mannose-6-phosphate isomerase	ARBA00011956
2	2.60.120.10:FF:000070	mannose-6-phosphate isomerase	ARBA00011956
2	IPR005899,IPR023424	oxaloacetate decarboxylase (Na+ extruding)	ARBA00011957
1224	IPR005661,PTHR35806:SF1	oxaloacetate decarboxylase (Na+ extruding)	ARBA00011957
590	2.40.50.100:FF:000003	oxaloacetate decarboxylase (Na+ extruding)	ARBA00011957
NA	IPR001998,IPR036237,PTHR48408:SF1	xylose isomerase	ARBA00011958
NA	3.20.20.150:FF:000002	xylose isomerase	ARBA00011958
2	3.20.20.150:FF:000009	xylose isomerase	ARBA00011958
NA	IPR004788,IPR037171	ribose-5-phosphate isomerase	ARBA00011959
NA	IPR003500,IPR011860,PTHR30345:SF0	ribose-5-phosphate isomerase	ARBA00011959
2759	3.40.50.1360:FF:000014	ribose-5-phosphate isomerase	ARBA00011959
NA	3.40.50.1360:FF:000001	ribose-5-phosphate isomerase	ARBA00011959
NA	3.30.70.260:FF:000018	ribose-5-phosphate isomerase	ARBA00011959
2	3.40.1400.10:FF:000002	ribose-5-phosphate isomerase	ARBA00011959
NA	IPR008867,IPR013785,IPR033983	thiazole synthase	ARBA00011960
2	3.20.20.70:FF:000049	thiazole synthase	ARBA00011960
2759	IPR011009,IPR016477	protein-ribulosamine 3-kinase	ARBA00011961
2759	3.30.200.20:FF:000264	protein-ribulosamine 3-kinase	ARBA00011961
2	IPR011009,IPR040999	maltokinase	ARBA00011962
2	3.90.1200.10:FF:000010	maltokinase	ARBA00011962
1783272	IPR010488,IPR027417	UDP-N-acetylglucosamine kinase	ARBA00011963
2759	IPR007873,PTHR12646:SF0	dolichyl-P-Man:Man5GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase	ARBA00011964
2759	IPR001948,PTHR28570:SF3	aspartyl aminopeptidase	ARBA00011965
2759	2.30.250.10:FF:000002,3.40.630.10:FF:000152	aspartyl aminopeptidase	ARBA00011965
2759	IPR005599,PTHR22760:SF2	dolichyl-P-Man:Man6GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase	ARBA00011966
2759	IPR016900	dolichyl-P-Glc:Glc2Man9GlcNAc2-PP-dolichol alpha-1,2-glucosyltransferase	ARBA00011967
147537	IPR013216,IPR013705	sterol 24-C-methyltransferase	ARBA00011968
147537	3.40.50.150:FF:000121	sterol 24-C-methyltransferase	ARBA00011968
2759	3.40.50.150:FF:000161	sterol 24-C-methyltransferase	ARBA00011968
NA	IPR001296,IPR027054,IPR028098	GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase	ARBA00011969
2759	3.40.50.2000:FF:000222	GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase	ARBA00011969
33208	3.40.50.2000:FF:000085,3.40.50.2000:FF:000097	GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase	ARBA00011969
4751	3.40.50.2000:FF:000240	GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase	ARBA00011969
451864	3.40.50.2000:FF:000437	GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase	ARBA00011969
NA	IPR011990,IPR019734,IPR029489	protein O-GlcNAc transferase	ARBA00011970
NA	IPR007657,IPR049625,PTHR20961:SF148	protein O-GlcNAc transferase	ARBA00011970
NA	1.25.40.10:FF:000013,1.25.40.10:FF:000019,3.40.50.11380:FF:000001	protein O-GlcNAc transferase	ARBA00011970
33090	1.25.40.10:FF:001620	protein O-GlcNAc transferase	ARBA00011970
NA	IPR000836,IPR023031,IPR029057	orotate phosphoribosyltransferase	ARBA00011971
2759	3.40.50.2020:FF:000008	orotate phosphoribosyltransferase	ARBA00011971
NA	3.40.50.2020:FF:000025	orotate phosphoribosyltransferase	ARBA00011971
2759	IPR003406,IPR043538	protein xylosyltransferase	ARBA00011972
NA	IPR013342,IPR029017,PTHR48080:SF4	glucarate dehydratase	ARBA00011973
NA	IPR000845,IPR010049,IPR035994	adenosylhomocysteine nucleosidase	ARBA00011974
2	3.40.50.1580:FF:000001	adenosylhomocysteine nucleosidase	ARBA00011974
3379134	3.40.50.1580:FF:000026	adenosylhomocysteine nucleosidase	ARBA00011974
NA	IPR001525,IPR029063,IPR050390	DNA (cytosine-5-)-methyltransferase	ARBA00011975
NA	IPR018117,IPR031303	DNA (cytosine-5-)-methyltransferase	ARBA00011975
2	IPR050750,PTHR46098:SF1	DNA (cytosine-5-)-methyltransferase	ARBA00011975
2759	2.30.30.490:FF:000011,3.90.120.10:FF:000003	DNA (cytosine-5-)-methyltransferase	ARBA00011975
33208	3.40.50.150:FF:000008	DNA (cytosine-5-)-methyltransferase	ARBA00011975
NA	1.10.10.2230:FF:000001,3.40.50.150:FF:000036,3.90.120.10:FF:000001	DNA (cytosine-5-)-methyltransferase	ARBA00011975
NA	3.40.50.150:FF:000108	DNA (cytosine-5-)-methyltransferase	ARBA00011975
2	3.40.50.150:FF:000180	DNA (cytosine-5-)-methyltransferase	ARBA00011975
58023	3.40.50.150:FF:000360	DNA (cytosine-5-)-methyltransferase	ARBA00011975
58024	3.40.50.150:FF:000523	DNA (cytosine-5-)-methyltransferase	ARBA00011975
NA	IPR003730,IPR011324,IPR038371	S-methyl-5'-thioadenosine phosphorylase	ARBA00011976
2	3.60.140.10:FF:000003	S-methyl-5'-thioadenosine phosphorylase	ARBA00011976
3379134	3.60.140.10:FF:000001	S-methyl-5'-thioadenosine phosphorylase	ARBA00011976
2759	3.60.140.10:FF:000002	S-methyl-5'-thioadenosine phosphorylase	ARBA00011976
NA	3.60.140.10:FF:000011	S-methyl-5'-thioadenosine phosphorylase	ARBA00011976
NA	IPR003358,IPR029063	tRNA (guanine46-N7)-methyltransferase	ARBA00011977
2	3.40.50.150:FF:000035	tRNA (guanine46-N7)-methyltransferase	ARBA00011977
2759	3.40.50.150:FF:000060	tRNA (guanine46-N7)-methyltransferase	ARBA00011977
NA	IPR002220,IPR013785,IPR017655	5-dehydro-4-deoxyglucarate dehydratase	ARBA00011979
NA	IPR000375,IPR001401,IPR001849	dynamin GTPase	ARBA00011980
NA	IPR022812,IPR027417,IPR045817	dynamin GTPase	ARBA00011980
2759	IPR020850,PTHR11566:SF212	dynamin GTPase	ARBA00011980
33208	PTHR11566:SF39	dynamin GTPase	ARBA00011980
2759	3.40.50.300:FF:000045	dynamin GTPase	ARBA00011980
7711	3.40.50.300:FF:000171	dynamin GTPase	ARBA00011980
NA	3.40.50.300:FF:000172	dynamin GTPase	ARBA00011980
4751	3.40.50.300:FF:000741	dynamin GTPase	ARBA00011980
NA	1.20.120.1240:FF:000011,1.20.120.1240:FF:000017,2.30.29.30:FF:000212	dynamin GTPase	ARBA00011980
NA	1.20.120.1240:FF:000002	dynamin GTPase	ARBA00011980
33208	IPR011032,IPR041694	13,14-dehydro-15-oxoprostaglandin 13-reductase	ARBA00011981
33208	3.40.50.720:FF:000121	13,14-dehydro-15-oxoprostaglandin 13-reductase	ARBA00011981
7711	IPR003193	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	ARBA00011982
NA	IPR000157,IPR001660,IPR011989	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	ARBA00011982
NA	IPR002182,IPR027417,IPR045344	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	ARBA00011982
NA	PTHR32009,PTHR32009:SF39	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	ARBA00011982
2759	1.10.150.50:FF:000043	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	ARBA00011982
33090	1.10.8.430:FF:000002,3.40.50.10140:FF:000007	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	ARBA00011982
NA	IPR010758,IPR024906,IPR024910	trans-2-enoyl-CoA reductase (NAD+)	ARBA00011983
NA	3.40.50.720:FF:000221	trans-2-enoyl-CoA reductase (NAD+)	ARBA00011983
117571	IPR001806,IPR050305	small monomeric GTPase	ARBA00011984
NA	IPR005225,IPR020849,IPR038851	small monomeric GTPase	ARBA00011984
2759	IPR027417,IPR051065	small monomeric GTPase	ARBA00011984
40674	IPR050227,IPR057289	small monomeric GTPase	ARBA00011984
33208	IPR006687,IPR006689	small monomeric GTPase	ARBA00011984
115366	IPR041819,IPR050209	small monomeric GTPase	ARBA00011984
1261581	IPR041840	small monomeric GTPase	ARBA00011984
NA	IPR041824,PTHR47981	small monomeric GTPase	ARBA00011984
NA	IPR030702	small monomeric GTPase	ARBA00011984
555406	IPR003578	small monomeric GTPase	ARBA00011984
314146	IPR041822,PTHR47978	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000096	small monomeric GTPase	ARBA00011984
2759	3.40.50.300:FF:000182	small monomeric GTPase	ARBA00011984
117571	3.40.50.300:FF:000202	small monomeric GTPase	ARBA00011984
33208	3.40.50.300:FF:000180	small monomeric GTPase	ARBA00011984
7711	3.40.50.300:FF:000206	small monomeric GTPase	ARBA00011984
115366	3.40.50.300:FF:000085	small monomeric GTPase	ARBA00011984
40674	3.40.50.300:FF:000069	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000203	small monomeric GTPase	ARBA00011984
554915	3.40.50.300:FF:000080	small monomeric GTPase	ARBA00011984
1261581	3.40.50.300:FF:000088	small monomeric GTPase	ARBA00011984
9347	3.40.50.300:FF:000161	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000280	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000430	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000718	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000402	small monomeric GTPase	ARBA00011984
314146	3.40.50.300:FF:000275	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000343	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000360	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000189	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000344	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000371	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000459	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000516	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000887	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000513	small monomeric GTPase	ARBA00011984
555406	3.40.50.300:FF:000118	small monomeric GTPase	ARBA00011984
9443	3.40.50.300:FF:000139	small monomeric GTPase	ARBA00011984
71275	3.40.50.300:FF:000261	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:001686,3.40.50.300:FF:002735	small monomeric GTPase	ARBA00011984
1206794	3.40.50.300:FF:003500	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000568	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000625	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000748	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000990	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:001016	small monomeric GTPase	ARBA00011984
2698737	3.40.50.300:FF:000024	small monomeric GTPase	ARBA00011984
314147	3.40.50.300:FF:000086	small monomeric GTPase	ARBA00011984
314145	3.40.50.300:FF:000167	small monomeric GTPase	ARBA00011984
9989	3.40.50.300:FF:000363	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000404	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000440	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000448	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000942	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:001163	small monomeric GTPase	ARBA00011984
1963758	3.40.50.300:FF:000286	small monomeric GTPase	ARBA00011984
337687	3.40.50.300:FF:000358	small monomeric GTPase	ARBA00011984
10066	3.40.50.300:FF:000550	small monomeric GTPase	ARBA00011984
4751	3.40.50.300:FF:000631	small monomeric GTPase	ARBA00011984
2605435	3.40.50.300:FF:001763	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000669	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000707	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:000799	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:001257	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:001282	small monomeric GTPase	ARBA00011984
NA	3.40.50.300:FF:001428	small monomeric GTPase	ARBA00011984
3379134	IPR031100	AMP nucleosidase	ARBA00011985
2	3.30.1850.10:FF:000001,3.40.50.450:FF:000007	AMP nucleosidase	ARBA00011985
NA	IPR000795,IPR009000,IPR015256	protein-synthesizing GTPase	ARBA00011986
33208	IPR031157,IPR050055	protein-synthesizing GTPase	ARBA00011986
NA	2.40.30.10:FF:000009,3.40.50.300:FF:000065	protein-synthesizing GTPase	ARBA00011986
NA	2.40.30.10:FF:000013,3.40.50.10050:FF:000002,3.40.50.300:FF:000112	protein-synthesizing GTPase	ARBA00011986
33208	3.40.50.300:FF:000003	protein-synthesizing GTPase	ARBA00011986
NA	IPR023465,IPR023602,IPR039063	CTP-dependent riboflavin kinase	ARBA00011987
2	IPR011009,IPR022826	3-deoxy-D-manno-octulosonic acid kinase	ARBA00011988
NA	IPR006368,IPR016040,IPR036291	GDP-mannose 4,6-dehydratase	ARBA00011989
2759	3.40.50.720:FF:000924	GDP-mannose 4,6-dehydratase	ARBA00011989
33208	3.40.50.720:FF:001053	GDP-mannose 4,6-dehydratase	ARBA00011989
33090	3.40.50.720:FF:000102	GDP-mannose 4,6-dehydratase	ARBA00011989
2	IPR005888,IPR016040	dTDP-glucose 4,6-dehydratase	ARBA00011990
2	3.40.50.720:FF:000108	dTDP-glucose 4,6-dehydratase	ARBA00011990
33208	3.40.50.720:FF:000304	dTDP-glucose 4,6-dehydratase	ARBA00011990
NA	IPR003200,IPR023195,IPR036087	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	ARBA00011991
2	3.40.50.10210:FF:000001	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	ARBA00011991
NA	IPR023637,IPR035085,IPR055351	urocanate hydratase	ARBA00011992
2759	3.40.1770.10:FF:000003,3.40.50.10730:FF:000002	urocanate hydratase	ARBA00011992
NA	3.40.50.10730:FF:000001	urocanate hydratase	ARBA00011992
NA	IPR001273,IPR019773,IPR041903	tyrosine 3-monooxygenase	ARBA00011993
2759	1.10.800.10:FF:000002,3.30.70.260:FF:000024	tyrosine 3-monooxygenase	ARBA00011993
NA	IPR000121,IPR008279,IPR010121	pyruvate, phosphate dikinase	ARBA00011994
NA	3.20.20.60:FF:000040,3.30.470.20:FF:000038,3.50.30.10:FF:000009	pyruvate, phosphate dikinase	ARBA00011994
2759	IPR001273,PTHR11473:SF24	phenylalanine 4-monooxygenase	ARBA00011995
NA	IPR005960,IPR019774,IPR036329	phenylalanine 4-monooxygenase	ARBA00011995
2759	1.10.800.10:FF:000003	phenylalanine 4-monooxygenase	ARBA00011995
NA	IPR002192,IPR006319,IPR013815	pyruvate, water dikinase	ARBA00011996
NA	3.30.1490.20:FF:000010,3.30.470.20:FF:000017,3.50.30.10:FF:000002	pyruvate, water dikinase	ARBA00011996
7711	IPR004536,IPR010918	selenide, water dikinase	ARBA00011997
2759	3.90.650.10:FF:000003	selenide, water dikinase	ARBA00011997
7711	3.30.1330.10:FF:000006	selenide, water dikinase	ARBA00011997
2611352	3.30.1330.10:FF:000023,3.90.650.10:FF:000010	selenide, water dikinase	ARBA00011997
NA	IPR000573,IPR004431,IPR015928	3-isopropylmalate dehydratase	ARBA00011998
2	IPR050075,PTHR43345:SF5	3-isopropylmalate dehydratase	ARBA00011998
3379134	IPR033940	3-isopropylmalate dehydratase	ARBA00011998
NA	IPR001030,IPR015931,PTHR43822:SF9	3-isopropylmalate dehydratase	ARBA00011998
NA	IPR011827,PTHR43345:SF9	3-isopropylmalate dehydratase	ARBA00011998
NA	3.20.19.10:FF:000003	3-isopropylmalate dehydratase	ARBA00011998
NA	3.30.499.10:FF:000006	3-isopropylmalate dehydratase	ARBA00011998
NA	3.30.499.10:FF:000007	3-isopropylmalate dehydratase	ARBA00011998
2759	3.20.19.10:FF:000007	3-isopropylmalate dehydratase	ARBA00011998
2759	IPR014369,IPR029063	glycine N-methyltransferase	ARBA00011999
2759	3.40.50.150:FF:000113	glycine N-methyltransferase	ARBA00011999
2759	IPR003180,IPR011034	DNA-3-methyladenine glycosylase II	ARBA00012000
2	IPR003265,IPR051912	DNA-3-methyladenine glycosylase II	ARBA00012000
2759	3.10.300.10:FF:000001	DNA-3-methyladenine glycosylase II	ARBA00012000
2	1.10.340.30:FF:000008	DNA-3-methyladenine glycosylase II	ARBA00012000
1239	1.10.340.30:FF:000004	DNA-3-methyladenine glycosylase II	ARBA00012000
3524	IPR036041	rRNA N-glycosylase	ARBA00012001
71239	IPR001574,IPR017988	rRNA N-glycosylase	ARBA00012001
NA	IPR016331	rRNA N-glycosylase	ARBA00012001
2759	PTHR33453:SF9	rRNA N-glycosylase	ARBA00012001
3524	3.40.420.10:FF:000001	rRNA N-glycosylase	ARBA00012001
NA	IPR001273,IPR002912,IPR005963	tryptophan 5-monooxygenase	ARBA00012002
2759	1.10.800.10:FF:000001	tryptophan 5-monooxygenase	ARBA00012002
NA	IPR012901,IPR029063,PTHR12303:SF6	carnosine N-methyltransferase	ARBA00012003
2759	3.40.50.150:FF:000094	carnosine N-methyltransferase	ARBA00012003
NA	IPR001031,IPR001227,IPR020843	enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)	ARBA00012004
NA	1.10.1200.10:FF:000013,3.10.129.110:FF:000002,3.40.366.10:FF:000005	enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)	ARBA00012004
1239	1.10.8.400:FF:000001,3.40.50.720:FF:000169	enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)	ARBA00012004
28216	3.40.50.1970:FF:000015	maleylacetate reductase	ARBA00012005
1236	1.20.1090.10:FF:000010	maleylacetate reductase	ARBA00012005
NA	IPR002347,IPR005979,IPR036291	protochlorophyllide reductase	ARBA00012006
2759	3.40.50.720:FF:000454	protochlorophyllide reductase	ARBA00012006
2759	IPR002745,IPR042080	2'-phosphotransferase	ARBA00012007
2759	1.10.10.970:FF:000002,3.20.170.30:FF:000002	2'-phosphotransferase	ARBA00012007
2	IPR000101,IPR029055	gamma-glutamyltransferase	ARBA00012008
